Job Title,Salary Estimate,Rating,Company Name,Location,Headquarters,Size,Founded,Type of ownership,Industry,Sector,Revenue,Competitors,hourly,employer_provided,job_state,same_state,age,python_yn,R_yn,spark,aws,excel,num_comp
IT Associate Data Analyst,54.0,3.7,The Hanover Insurance Group,"Worcester, MA","Worcester, MA",5001 to 10000 employees,1852,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),-1,0,0,MA,1,168,0,0,0,0,0,0
Sr. Data Engineer,122.5,4.5,Moser Consulting,"Indianapolis, IN","Indianapolis, IN",51 to 200 employees,1996,Company - Private,Consulting,Business Services,$25 to $50 million (USD),-1,0,0,IN,1,24,1,0,1,1,0,0
Clinical Data Analyst,37.5,3.0,Greenway Health,"Tampa, FL","Tampa, FL",1001 to 5000 employees,1977,Subsidiary or Business Segment,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"eClinicalWorks, NextGen Healthcare, athenahealth",0,0,FL,1,43,0,0,0,0,1,3
Business Data Analyst,53.5,3.8,Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,NY,1,18,1,0,0,0,1,3
Senior Insurance Data Scientist,140.0,3.9,TransUnion,"Chicago, IL","Chicago, IL",5001 to 10000 employees,1968,Company - Public,Financial Analytics & Research,Finance,$1 to $2 billion (USD),-1,0,0,IL,1,52,1,0,0,0,1,0
Senior Data Science Systems Engineer,77.5,3.2,MITRE,"Hampton, VA","Bedford, MA",5001 to 10000 employees,1958,Nonprofit Organization,Federal Agencies,Government,$1 to $2 billion (USD),"Battelle, General Atomics, SAIC",0,0,VA,0,62,0,0,0,0,0,3
ENVIRONMENTAL ENGINEER/SCIENTIST,26.5,3.3,Mcphail Associates,"Cambridge, MA","Cambridge, MA",1 to 50 employees,1976,Company - Private,Construction,"Construction, Repair & Maintenance",Unknown / Non-Applicable,-1,1,1,MA,1,44,0,0,0,0,1,0
Senior Scientist - Regulatory Submissions,117.5,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,NC,1,145,0,0,0,0,1,0
Scientist - Biomarker and Flow Cytometry,70.5,2.4,Crown Bioscience,"San Diego, CA","San Diego, CA",501 to 1000 employees,2006,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,CA,1,14,0,0,0,0,0,0
"Associate Scientist, LC/MS Biologics",70.0,2.9,Q2 Solutions,"Ithaca, NY","Morrisville, NC",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,NY,0,5,0,0,0,0,1,0
Revenue Analytics Manager,61.5,4.8,HOVER,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,0,CA,1,9,0,0,0,0,1,0
Sr. Scientist Method Development,80.0,2.9,Q2 Solutions,"Marietta, GA","Morrisville, NC",1001 to 5000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,GA,0,5,0,0,0,0,1,0
Data Scientist,79.5,4.7,Oversight Systems,"Atlanta, GA","Atlanta, GA",51 to 200 employees,2003,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),-1,0,0,GA,1,17,1,0,0,0,1,0
Data Scientist - Sales,168.0,4.7,Confluent,"Mountain View, CA","Mountain View, CA",501 to 1000 employees,2014,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),-1,0,0,CA,1,6,1,0,0,0,1,0
IT - Data Engineer II,90.0,3.4,Arbella Insurance,"Quincy, MA","Quincy, MA",1001 to 5000 employees,1988,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,MA,1,32,0,0,1,0,1,0
"Research Scientist, Immunology - Cancer Biology",120.0,-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,MA,0,-1,0,0,0,0,1,0
Senior Data Analyst,138.5,3.9,Life360,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,CA,1,12,1,0,0,0,0,0
"Principal, Data Science - Advanced Analytics",111.5,3.6,IQVIA,"Plymouth Meeting, PA","Durham, NC",10000+ employees,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),"PPD, INC Research, PRA Health Sciences",0,0,PA,0,3,0,0,0,0,0,3
Data Science Project Manager,68.5,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,0,169,0,0,0,0,1,0
"Sr Scientist, Immuno-Oncology - Oncology",84.5,3.9,GSK,"Cambridge, MA","Brentford, United Kingdom",10000+ employees,1830,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Pfizer, AstraZeneca, Merck",0,0,MA,0,190,0,0,0,1,0,3
Senior Data Engineer,102.5,4.4,Eventbrite,"Nashville, TN","San Francisco, CA",1001 to 5000 employees,2006,Company - Public,Internet,Information Technology,$100 to $500 million (USD),"See Tickets, TicketWeb, Vendini",0,0,TN,0,14,1,0,1,1,0,3
"Project Scientist - Auton Lab, Robotics Institute",73.5,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,PA,1,36,0,0,0,0,1,0
Research Scientist – Security and Privacy,93.5,3.6,Riverside Research Institute,"Beavercreek, OH","Arlington, VA",501 to 1000 employees,1967,Nonprofit Organization,Federal Agencies,Government,$50 to $100 million (USD),-1,0,0,OH,0,53,1,0,0,0,0,0
Data Science Manager,127.5,3.2,"Numeric, LLC","Allentown, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,PA,0,-1,0,0,0,0,1,0
Data Analyst 2 (Missionary Department),72.0,4.2,The Church of Jesus Christ of Latter-day Saints,"Salt Lake City, UT","Salt Lake City, UT",10000+ employees,-1,Nonprofit Organization,Religious Organizations,Non-Profit,Unknown / Non-Applicable,-1,0,0,UT,1,-1,0,0,0,0,0,0
"Enterprise Architect, Data",129.5,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,0,169,1,0,1,1,1,0
Supply Chain Data Analyst,47.0,3.1,Icon Health and Fitness,"Logan, UT","Logan, UT",1001 to 5000 employees,1977,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),"Life Fitness, Brooks Running, Under Armour",0,0,UT,1,43,1,0,0,0,1,3
Data Engineer - ETL,65.0,3.8,Shipt,"Birmingham, AL","Birmingham, AL",501 to 1000 employees,2014,Subsidiary or Business Segment,Consumer Product Rental,Consumer Services,Unknown / Non-Applicable,-1,0,0,AL,1,6,1,0,1,1,1,0
Corporate Risk Data Analyst (SQL Based) - Milwaukee or,60.0,3.8,Associated Banc-Corp,"Green Bay, WI","Green Bay, WI",1001 to 5000 employees,1870,Company - Public,Banks & Credit Unions,Finance,$1 to $2 billion (USD),"Wells Fargo, BMO Harris Bank, U.S. Bank",0,0,WI,1,150,0,0,0,1,1,3
"Senior Manager, Epidemiologic Data Scientist",167.5,4.0,Pfizer,"New York, NY","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,NY,1,171,0,0,0,1,1,0
"Marketing Data Analyst, May 2020 Undergrad",65.0,3.8,Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,NY,1,18,0,0,0,0,1,3
Senior Data Analyst,94.0,4.0,Novetta,"Herndon, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,VA,0,8,1,0,0,0,0,3
Senior Data Analyst,87.5,1.9,Moda Operandi,"New York, NY","New York, NY",201 to 500 employees,2010,Company - Private,"Department, Clothing, & Shoe Stores",Retail,$100 to $500 million (USD),"YOOX NET-A-PORTER GROUP, Farfetch, MATCHESFASHION",0,0,NY,1,10,1,0,0,0,1,3
Senior Data Engineer,97.0,4.0,Novetta,"Reston, VA","Mc Lean, VA",501 to 1000 employees,2012,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),"Leidos, CACI International, Booz Allen Hamilton",0,0,VA,0,8,1,0,1,1,0,3
Senior Data Engineer,112.5,4.3,Genesys,"Durham, NC","Daly City, CA",5001 to 10000 employees,1990,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Avaya, Five9, Salesforce",0,0,NC,0,30,1,0,1,1,0,3
Data Modeler (Analytical Systems),91.5,3.6,MassMutual,"Boston, MA","Springfield, MA",5001 to 10000 employees,1851,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),-1,0,0,MA,0,169,0,0,1,1,1,0
Data Modeler - Data Solutions Engineer,51.5,3.3,Liberty Mutual Insurance,"Indianapolis, IN","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,IN,0,108,1,0,0,0,1,3
Data Scientist in Translational Medicine,114.5,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,MA,0,24,0,0,0,0,0,0
Data Scientist,115.0,4.3,USEReady,"New York, NY","New York, NY",201 to 500 employees,2011,Company - Private,Consulting,Business Services,$10 to $25 million (USD),-1,0,0,NY,1,9,1,0,1,1,0,0
Product Manager/Data Evangelist,74.0,3.2,"Numeric, LLC","Phila, PA","Chadds Ford, PA",1 to 50 employees,-1,Company - Private,Staffing & Outsourcing,Business Services,$5 to $10 million (USD),-1,0,0,PA,0,-1,1,0,0,1,0,0
Associate Environmental Scientist - Wildlife Biologist,51.0,4.7,QK,"Clovis, CA","Visalia, CA",51 to 200 employees,1972,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),-1,0,0,CA,0,48,0,0,0,0,1,0
Sr Data Engineer (Sr BI Developer),100.0,3.4,Tivity Health,"Chandler, AZ","Franklin, TN",501 to 1000 employees,1981,Company - Public,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,AZ,0,39,0,0,0,0,0,0
"Senior Data Scientist – Visualization, Novartis AI Innovation Lab",121.0,3.8,Novartis,"Cambridge, MA","Basel, Switzerland",10000+ employees,1996,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,MA,0,24,0,0,0,0,0,0
Senior Data Analyst/Scientist,121.5,4.5,Demandbase,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2006,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),"Engagio, Bombora, Terminus",0,0,CA,1,14,0,0,0,0,0,3
"Associate, Data Science, Internal Audit",62.5,3.1,Santander,"Boston, MA","Madrid, Spain",10000+ employees,1856,Company - Private,Banks & Credit Unions,Finance,$10+ billion (USD),-1,0,0,MA,0,164,1,0,0,0,1,0
"Scientist – Cancer Discovery, Molecular Assay",117.5,-1.0,Monte Rosa Therapeutics,"Cambridge, MA",-1,-1,-1,-1,-1,-1,-1,-1,0,1,MA,0,-1,0,0,0,0,1,0
Senior LiDAR Data Scientist,122.0,3.9,Luminar Technologies,"Orlando, FL","Orlando, FL",201 to 500 employees,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,-1,0,0,FL,1,8,1,0,0,1,0,0
Data Engineer,85.0,4.4,BRMi,"Chantilly, VA","Washington, DC",51 to 200 employees,2004,Company - Private,IT Services,Information Technology,Unknown / Non-Applicable,-1,0,0,VA,0,16,1,0,1,1,0,0
Data Engineer,60.5,3.4,IntraEdge,"Scottsdale, AZ","Chandler, AZ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),-1,0,0,AZ,0,18,1,0,1,1,0,0
Lead Data Scientist,180.0,3.9,Zest AI,"Burbank, CA","Burbank, CA",51 to 200 employees,2009,Company - Private,Financial Analytics & Research,Finance,$50 to $100 million (USD),-1,0,0,CA,1,11,1,0,0,0,1,0
"Technology-Minded, Data Professional Opportunities",70.5,4.7,Veterans United Home Loans,"Columbia, MO","Columbia, MO",1001 to 5000 employees,2002,Company - Private,Lending,Finance,Unknown / Non-Applicable,-1,0,0,MO,1,18,0,0,1,0,1,0
Big Data Engineer,118.5,3.3,Peraton,"Chantilly, VA","Herndon, VA",1001 to 5000 employees,2017,Company - Private,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),-1,0,0,VA,0,3,1,0,1,0,0,0
Salesforce Analytics Consultant,66.5,3.9,"Emtec, Inc.","Chicago, IL","Jacksonville, FL",501 to 1000 employees,1995,Company - Private,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),-1,0,0,IL,0,25,1,0,0,0,0,0
Managing Data Scientist/ML Engineer,107.5,3.4,PA Consulting,"Boston, MA","London, United Kingdom",1001 to 5000 employees,1943,Company - Private,Consulting,Business Services,$100 to $500 million (USD),"McKinsey & Company, Accenture, Deloitte",0,0,MA,0,77,0,0,1,0,1,3
Senior Data Engineer,138.5,4.7,Praetorian,"Austin, TX","Austin, TX",51 to 200 employees,2010,Company - Private,Security Services,Business Services,$10 to $25 million (USD),-1,0,0,TX,1,10,1,0,1,0,0,0
Staff Scientist- Upstream PD,81.0,2.7,Advanced BioScience Laboratories,"Rockville, MD","Rockville, MD",201 to 500 employees,1961,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),-1,0,0,MD,1,59,0,0,0,0,0,0
Data Engineering Analyst,58.5,3.8,COUNTRY Financial,"Bloomington, IL","Bloomington, IL",1001 to 5000 employees,1925,Company - Private,Insurance Carriers,Insurance,$2 to $5 billion (USD),"Northwestern Mutual, American Family Insurance, MetLife",0,0,IL,1,95,1,0,1,0,1,3
Sr. Data Engineer,107.5,3.4,Echo Global Logistics,"Chicago, IL","Chicago, IL",1001 to 5000 employees,2005,Company - Public,Transportation Management,Transportation & Logistics,$2 to $5 billion (USD),"C.H. Robinson, Total Quality Logistics, Coyote Logistics",0,0,IL,1,15,0,0,0,0,0,3
"Scientist, Pharmacometrics",120.5,3.8,Agios Pharmaceuticals,"Cambridge, MA","Cambridge, MA",501 to 1000 employees,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$50 to $100 million (USD),-1,0,0,MA,1,12,0,0,0,0,0,0
Manager of Data Science,63.5,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,CA,1,13,1,0,1,0,0,2
Scientist Manufacturing Pharma - Kentucky BioProcessing,103.5,3.1,Reynolds American,"Owensboro, KY","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,KY,0,145,0,0,0,0,0,0
Software Engineer (Data Scientist/Software Engineer) - SISW - MG,107.0,4.1,Mentor Graphics,"Fremont, CA","Wilsonville, OR",5001 to 10000 employees,1981,Company - Public,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),"Cadence Design Systems, Synopsys, Altium Limited",0,0,CA,0,39,1,0,0,0,1,3
Data Engineer,105.5,3.7,Maxar Technologies,"Springfield, VA","Westminster, CO",5001 to 10000 employees,-1,Company - Public,Aerospace & Defense,Aerospace & Defense,$2 to $5 billion (USD),-1,0,0,VA,0,-1,1,0,1,0,0,0
Data Engineer,83.0,2.8,ICW Group,"San Diego, CA","San Diego, CA",501 to 1000 employees,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),"Liberty Mutual Insurance, EMPLOYERS, Travelers",0,0,CA,1,48,0,0,0,0,0,3
Lead Big Data Engineer,162.0,4.0,Glassdoor,"San Francisco, CA","Mill Valley, CA",1001 to 5000 employees,2007,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,"Indeed, LinkedIn",0,0,CA,0,13,1,0,1,1,1,2
Product Engineer – Spatial Data Science and Statistical Analysis,68.5,3.5,Esri,"Redlands, CA","Redlands, CA",1001 to 5000 employees,1969,Company - Private,Computer Hardware & Software,Information Technology,$1 to $2 billion (USD),Pitney Bowes,0,0,CA,1,51,1,0,1,0,1,1
Sr Software Engineer (Data Scientist),110.5,3.4,Assurant,"Westlake, OH","New York, NY",10000+ employees,1978,Company - Public,Insurance Carriers,Insurance,$5 to $10 billion (USD),"Asurion, SquareTrade, National General Insurance",0,0,OH,0,42,0,0,0,0,1,3
Sr. Data Engineer (ETL Developer),115.5,3.7,F&G,"Des Moines, IA","Des Moines, IA",201 to 500 employees,-1,Subsidiary or Business Segment,Insurance Carriers,Insurance,$100 to $500 million (USD),-1,0,0,IA,1,-1,1,0,0,0,1,0
Associate Research Scientist I (Protein Expression and Production),87.5,3.0,Exelixis,"Alameda, CA","Alameda, CA",501 to 1000 employees,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,CA,1,26,0,0,0,0,1,3
Senior Data Scientist Artificial Intelligence,80.5,3.8,PNNL,"Richland, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,WA,1,55,0,0,0,0,0,3
Analytics - Business Assurance Data Analyst,43.0,4.6,GreatAmerica Financial Services,"Cedar Rapids, IA","Cedar Rapids, IA",501 to 1000 employees,1992,Company - Private,Lending,Finance,$100 to $500 million (USD),-1,0,0,IA,1,28,0,0,0,0,1,0
"Associate Director/Director, Safety Scientist",140.0,4.4,Acceleron Pharma,"Cambridge, MA","Cambridge, MA",201 to 500 employees,2003,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,-1,0,0,MA,1,17,0,0,0,0,1,0
"Director, Precision Medicine Clinical Biomarker Scientist",172.0,4.0,Pfizer,"Cambridge, MA","New York, NY",10000+ employees,1849,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),-1,0,0,MA,0,171,0,0,0,1,0,0
"Senior Scientist, Cell Pharmacology/Assay Development",120.0,-1.0,Kronos Bio,"Cambridge, MA","San Mateo, CA",Unknown,-1,Company - Private,-1,-1,Unknown / Non-Applicable,-1,0,1,MA,0,-1,0,0,0,0,0,0
Data Analyst Senior,66.5,3.0,AmeriHealth Caritas,"Philadelphia, PA","Philadelphia, PA",5001 to 10000 employees,1983,Company - Private,Insurance Carriers,Insurance,$5 to $10 billion (USD),"UnitedHealth Group, Molina Healthcare, Centene",0,0,PA,1,37,0,0,0,0,1,3
Senior Formulations Scientist II,100.0,3.0,Exelixis,"Alameda, CA","Alameda, CA",501 to 1000 employees,1994,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,"Genentech, Novartis, AstraZeneca",0,0,CA,1,26,0,0,0,0,1,3
Lead Data Engineer (Python),94.5,4.7,Strategic Employment Partners,"San Francisco, CA","Los Angeles, CA",51 to 200 employees,2006,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),-1,0,0,CA,0,14,1,0,0,1,0,0
Data Science Manager,221.5,4.2,Grand Rounds,"San Francisco, CA","San Francisco, CA",501 to 1000 employees,2011,Company - Private,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,-1,0,0,CA,1,9,1,0,0,0,1,0
Senior Data Scientist 4 Artificial Intelligence,119.0,3.8,PNNL,"Seattle, WA","Richland, WA",1001 to 5000 employees,1965,Government,Energy,"Oil, Gas, Energy & Utilities",$500 million to $1 billion (USD),"Oak Ridge National Laboratory, National Renewable Energy Lab, Los Alamos National Laboratory",0,0,WA,0,55,0,0,0,0,0,3
Data Engineer,95.5,3.5,"SPINS, LLC","Chicago, IL","Chicago, IL",201 to 500 employees,1995,Company - Private,Consulting,Business Services,$50 to $100 million (USD),-1,0,0,IL,1,25,1,0,0,0,0,0
"Director II, Data Science - GRS Predictive Analytics",194.5,3.3,Liberty Mutual Insurance,"Chicago, IL","Boston, MA",10000+ employees,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),"Travelers, Allstate, State Farm",0,0,IL,0,108,1,0,0,0,0,3
Medical Lab Scientist - MLT,25.0,3.2,Catholic Health Initiatives,"Omaha, NE","Englewood, CO",10000+ employees,1996,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$10+ billion (USD),"Dignity Health, Trinity Health",1,0,NE,0,24,0,0,0,0,0,2
"Senior Operations Data Analyst, Call Center Operations",13.5,2.7,FLEETCOR,"Nashville, TN","Peachtree Corners, GA",5001 to 10000 employees,2000,Company - Public,Financial Transaction Processing,Finance,$2 to $5 billion (USD),-1,1,0,TN,0,20,0,0,0,0,1,0
Senior Quantitative Analyst,173.0,3.3,DTCC,"Jersey City, NJ","New York, NY",1001 to 5000 employees,1973,Company - Private,Brokerage Services,Finance,$1 to $2 billion (USD),-1,0,0,NJ,0,47,1,0,0,0,1,0
Geospatial Software Developer and Data Scientist,105.5,3.7,Applied Research Laboratories,"Austin, TX","Austin, TX",501 to 1000 employees,-1,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,TX,1,-1,1,0,0,1,0,0
RESEARCH COMPUTER SCIENTIST - RESEARCH ENGINEER - SR. COMPUTER SCIENTIST - SOFTWARE DEVELOPMENT,71.5,3.9,Southwest Research Institute,"San Antonio, TX","San Antonio, TX",1001 to 5000 employees,1947,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Los Alamos National Laboratory, Battelle, SRI International",0,0,TX,1,73,1,0,0,1,1,3
Senior Scientist - Toxicologist - Product Integrity (Stewardship),74.0,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,NC,1,145,0,0,0,0,1,0
Systems Engineer II - Data Analyst,62.5,3.7,Raytheon,"Huntsville, AL","Waltham, MA",10000+ employees,1922,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),-1,0,0,AL,0,98,0,0,0,0,1,0
Senior Research Analytical Scientist-Non-Targeted Analysis,65.5,4.3,RTI International,"Durham, NC","Research Triangle Park, NC",1001 to 5000 employees,1958,Nonprofit Organization,Research & Development,Business Services,$500 million to $1 billion (USD),"Westat, Abt Associates, Chemonics International",0,0,NC,0,62,0,0,0,0,0,3
Data Scientist,85.0,3.8,DICK'S Sporting Goods - Corporate,"Coraopolis, PA","Coraopolis, PA",10000+ employees,1948,Company - Public,Sporting Goods Stores,Retail,$5 to $10 billion (USD),"REI, Academy Sports + Outdoors, Cabela's",0,0,PA,1,72,1,0,0,0,0,3
Principal Data Scientist,147.5,3.9,AstraZeneca,"Gaithersburg, MD","Cambridge, United Kingdom",10000+ employees,1913,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$10+ billion (USD),"Roche, GlaxoSmithKline, Novartis",0,0,MD,0,107,1,0,0,0,1,3
Director Data Science,161.5,3.6,TRANZACT,"Fort Lee, NJ","Fort Lee, NJ",1001 to 5000 employees,1989,Company - Private,Advertising & Marketing,Business Services,Unknown / Non-Applicable,-1,0,0,NJ,1,31,1,0,0,1,1,0
Data Engineer,81.0,3.7,Carilion Clinic,"Roanoke, VA","Roanoke, VA",10000+ employees,1899,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$1 to $2 billion (USD),-1,0,0,VA,1,121,0,0,0,0,1,0
Sr Data Analyst - IT,72.5,2.1,United BioSource,"Blue Bell, PA","Blue Bell, PA",1001 to 5000 employees,2003,Other Organization,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$100 to $500 million (USD),"Covance, ICON",0,0,PA,1,17,0,0,0,0,1,2
Senior Data Engineer,139.0,3.9,Figure Eight,"San Francisco, CA","San Francisco, CA",51 to 200 employees,2008,Company - Public,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),-1,0,0,CA,1,12,1,0,0,1,1,0
Senior Data Engineer,136.5,3.9,Tapjoy,"San Francisco, CA","San Francisco, CA",201 to 500 employees,2007,Company - Private,Internet,Information Technology,$10 to $25 million (USD),"FLURRY, Chartboost",0,0,CA,1,13,0,0,0,0,0,2
Sr. Data Analyst,83.0,3.2,DoubleVerify,"New York, NY","New York, NY",201 to 500 employees,2008,Company - Private,Internet,Information Technology,Unknown / Non-Applicable,-1,0,0,NY,1,12,1,0,1,0,1,0
Research Scientist or Senior Research Scientist - Computer Vision,121.0,4.6,Mitsubishi Electric Research Labs,"Cambridge, MA","Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,MA,1,29,0,0,0,1,1,3
Associate Machine Learning Engineer / Data Scientist May 2020 Undergrad,74.5,3.8,Fareportal,"New York, NY","New York, NY",1001 to 5000 employees,2002,Company - Private,Travel Agencies,Travel & Tourism,$2 to $5 billion (USD),"Expedia Group, Orbitz Worldwide, Priceline.com",0,0,NY,1,18,1,0,1,0,0,3
Data Analyst Chemist - Quality System Contractor,85.5,2.2,"Rodan and Fields, LLC","San Francisco, CA","San Francisco, CA",501 to 1000 employees,2002,Company - Private,Beauty & Personal Accessories Stores,Retail,Unknown / Non-Applicable,-1,0,0,CA,1,18,0,0,0,0,1,0
Senior Scientist - Biostatistician,80.5,3.1,Reynolds American,"Winston-Salem, NC","Winston-Salem, NC",5001 to 10000 employees,1875,Company - Private,Consumer Products Manufacturing,Manufacturing,$10+ billion (USD),-1,0,0,NC,1,145,0,0,0,0,1,0
Research Scientist / Principal Research Scientist - Multiphysical Systems,167.5,4.6,Mitsubishi Electric Research Labs,"Cambridge, MA","Cambridge, MA",51 to 200 employees,1991,Subsidiary or Business Segment,Research & Development,Business Services,$5 to $10 million (USD),"Google, Amazon, NVIDIA",0,0,MA,1,29,0,0,0,0,0,3
"Research Scientist, Machine Learning Department",107.5,2.6,Software Engineering Institute,"Pittsburgh, PA","Pittsburgh, PA",501 to 1000 employees,1984,College / University,Colleges & Universities,Education,Unknown / Non-Applicable,-1,0,0,PA,1,36,1,0,0,0,0,0
Foundational Community Supports Data Analyst,44.5,3.4,DESC,"Seattle, WA","Seattle, WA",501 to 1000 employees,1979,Nonprofit Organization,Social Assistance,Non-Profit,$25 to $50 million (USD),-1,0,0,WA,1,41,0,0,0,1,1,0
"Senior Health Data Analyst, Star Ratings",107.5,3.3,Johns Hopkins Health Care,"Glen Burnie, MD","Baltimore, MD",1001 to 5000 employees,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),"MedStar Health, University of Maryland Medical Center, LifeBridge Health",0,0,MD,0,131,0,0,0,0,0,3
